Riding,Voter Number,Rank Ballot,Range Ballot,Approval Ballot
15,317,NDP;LIBERAL;GREEN;CPC,1;2;4;4,NO;NO;YES;YES
15,318,LIBERAL;NDP;CPC;GREEN,2;2;4;3,YES;YES;YES;YES
15,319,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
15,320,LIBERAL;NDP;CPC;GREEN,3;2;4;3,YES;NO;YES;YES
15,321,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
15,322,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
15,323,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
15,324,NDP;GREEN;LIBERAL;CPC,2;3;2;4,YES;YES;YES;YES
15,325,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
15,326,NDP;LIBERAL;CPC;GREEN,1;1;2;3,NO;NO;YES;YES
16,327,LIBERAL;NDP;GREEN;CPC,1;2;4;2,NO;YES;YES;YES
16,328,CPC;GREEN;LIBERAL;NDP,3;1;1;1,YES;YES;YES;YES
16,329,LIBERAL;CPC;GREEN;NDP,1;1;2;1,YES;YES;YES;YES
16,330,CPC;LIBERAL;NDP;GREEN,4;2;4;3,YES;YES;YES;YES
16,331,CPC;LIBERAL;NDP;GREEN,2;1;2;1,YES;NO;YES;NO
16,332,CPC;LIBERAL;NDP;GREEN,4;2;2;2,YES;NO;NO;NO
16,333,LIBERAL;CPC;NDP;GREEN,2;1;3;1,NO;NO;YES;NO
16,334,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
16,335,CPC;NDP;GREEN;LIBERAL,4;1;1;1,YES;YES;YES;YES
16,336,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
16,337,CPC;GREEN;LIBERAL;NDP,5;3;2;1,YES;YES;YES;YES
16,338,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
16,339,NDP;LIBERAL;CPC;GREEN,1;1;2;4,NO;NO;NO;YES
16,340,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
16,341,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;YES;YES;YES
16,342,CPC;NDP;GREEN;LIBERAL,5;2;2;2,YES;YES;YES;YES
16,343,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
16,344,CPC;LIBERAL;NDP;GREEN,2;1;2;1,YES;NO;YES;NO
16,345,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
16,346,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;YES;YES;YES
17,347,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
17,348,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
17,349,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
17,350,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
17,351,NDP;LIBERAL;GREEN;CPC,2;2;3;4,YES;YES;YES;YES
17,352,NDP;CPC;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
17,353,NDP;LIBERAL;GREEN;CPC,1;1;1;3,NO;NO;NO;YES
17,354,CPC;LIBERAL;GREEN;NDP,2;1;1;1,YES;YES;YES;YES
17,355,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;YES;YES;YES
17,356,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
17,357,LIBERAL;CPC;NDP;GREEN,2;1;4;1,YES;YES;YES;YES
17,358,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;YES;NO;NO
17,359,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;YES;YES;YES
17,360,NDP;CPC;GREEN;LIBERAL,2;1;1;3,NO;NO;NO;YES
17,361,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;YES
17,362,LIBERAL;NDP;GREEN;CPC,1;1;2;2,NO;NO;YES;YES
17,363,LIBERAL;GREEN;NDP;CPC,1;2;3;2,NO;YES;YES;YES
17,364,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
17,365,NDP;LIBERAL;CPC;GREEN,2;1;2;3,NO;NO;NO;YES
17,366,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;YES;YES
17,367,CPC;GREEN;NDP;LIBERAL,5;3;2;2,YES;NO;NO;NO
18,368,NDP;CPC;LIBERAL;GREEN,2;1;1;3,NO;NO;NO;YES
18,369,CPC;NDP;LIBERAL;GREEN,4;1;1;1,YES;NO;NO;NO
18,370,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;YES;YES
18,371,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
18,372,NDP;GREEN;LIBERAL;CPC,1;2;1;4,NO;NO;NO;YES
18,373,CPC;NDP;LIBERAL;GREEN,4;2;2;3,YES;YES;YES;YES
18,374,CPC;NDP;LIBERAL;GREEN,5;2;3;4,YES;NO;YES;YES
18,375,LIBERAL;NDP;CPC;GREEN,1;1;2;2,NO;NO;YES;YES
18,376,LIBERAL;NDP;GREEN;CPC,1;1;3;1,YES;YES;YES;YES
18,377,CPC;NDP;LIBERAL;GREEN,3;3;3;3,YES;YES;YES;YES
18,378,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
18,379,LIBERAL;GREEN;NDP;CPC,1;1;1;1,YES;YES;YES;YES
18,380,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;YES;YES;YES
18,381,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;YES;YES;YES
18,382,LIBERAL;NDP;GREEN;CPC,1;2;5;3,NO;NO;YES;YES
18,383,CPC;LIBERAL;NDP;GREEN,1;1;1;1,YES;YES;YES;YES
18,384,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
18,385,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;NO;NO;NO
18,386,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
19,387,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
19,388,NDP;LIBERAL;CPC;GREEN,3;1;3;5,YES;NO;YES;YES
19,389,CPC;GREEN;NDP;LIBERAL,4;3;1;1,YES;YES;YES;YES
19,390,GREEN;LIBERAL;NDP;CPC,1;3;2;2,YES;YES;YES;YES
19,391,NDP;GREEN;LIBERAL;CPC,1;2;1;4,YES;YES;YES;YES
19,392,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;YES;YES
19,393,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;NO;NO;NO
19,394,LIBERAL;NDP;CPC;GREEN,3;2;4;3,YES;YES;YES;YES
19,395,LIBERAL;NDP;CPC;GREEN,1;1;3;1,YES;YES;YES;YES
19,396,LIBERAL;NDP;GREEN;CPC,2;3;5;4,NO;NO;YES;YES
19,397,NDP;LIBERAL;CPC;GREEN,1;1;1;2,YES;YES;YES;YES
19,398,CPC;GREEN;NDP;LIBERAL,4;3;2;2,YES;NO;NO;NO
19,399,LIBERAL;NDP;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
19,400,NDP;LIBERAL;CPC;GREEN,1;1;3;4,NO;NO;YES;YES
19,401,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
19,402,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
19,403,LIBERAL;GREEN;NDP;CPC,1;3;4;1,NO;YES;YES;NO
19,404,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;YES;YES
20,405,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
20,406,NDP;LIBERAL;CPC;GREEN,1;1;1;2,NO;NO;NO;YES
20,407,CPC;NDP;GREEN;LIBERAL,4;2;2;2,YES;NO;NO;NO
20,408,LIBERAL;GREEN;NDP;CPC,1;2;3;1,YES;YES;YES;YES
20,409,NDP;LIBERAL;GREEN;CPC,2;3;3;4,NO;YES;YES;YES
20,410,GREEN;LIBERAL;NDP;CPC,1;3;2;1,NO;YES;YES;NO
20,411,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
20,412,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
20,413,NDP;CPC;LIBERAL;GREEN,4;1;2;4,YES;NO;NO;YES
20,414,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;YES
20,415,NDP;GREEN;CPC;LIBERAL,1;2;1;3,NO;YES;NO;YES
20,416,NDP;LIBERAL;GREEN;CPC,1;1;1;2,NO;NO;NO;YES
20,417,GREEN;CPC;NDP;LIBERAL,3;4;1;2,YES;YES;NO;YES
20,418,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
20,419,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;YES;YES;YES
20,420,CPC;NDP;GREEN;LIBERAL,2;2;2;2,YES;YES;YES;YES
20,421,LIBERAL;NDP;GREEN;CPC,3;3;4;4,YES;YES;YES;YES
20,422,LIBERAL;GREEN;NDP;CPC,1;2;4;2,NO;YES;YES;YES
20,423,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
20,424,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
20,425,LIBERAL;GREEN;NDP;CPC,1;2;2;2,NO;YES;YES;YES
21,426,LIBERAL;NDP;CPC;GREEN,1;1;4;3,YES;YES;YES;YES
21,427,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;YES;YES
21,428,LIBERAL;CPC;NDP;GREEN,4;1;4;2,YES;NO;YES;YES
21,429,LIBERAL;NDP;GREEN;CPC,2;2;5;4,NO;NO;YES;YES
21,430,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;YES
21,431,NDP;CPC;LIBERAL;GREEN,1;1;1;2,YES;YES;YES;YES
21,432,LIBERAL;CPC;NDP;GREEN,2;1;3;1,NO;NO;YES;NO
21,433,CPC;NDP;GREEN;LIBERAL,5;3;2;4,YES;NO;NO;YES
21,434,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
21,435,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;YES;NO;NO
21,436,LIBERAL;NDP;GREEN;CPC,2;2;2;2,YES;YES;YES;YES
21,437,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;YES;YES;YES
21,438,CPC;NDP;LIBERAL;GREEN,4;1;1;3,YES;NO;NO;NO
21,439,LIBERAL;NDP;GREEN;CPC,2;2;3;3,YES;YES;YES;YES
21,440,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
21,441,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;YES;YES;YES
21,442,LIBERAL;NDP;GREEN;CPC,1;2;4;4,NO;NO;YES;YES
21,443,NDP;LIBERAL;CPC;GREEN,4;2;5;5,YES;YES;YES;YES
21,444,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;NO;YES;NO
22,445,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;NO;NO
22,446,CPC;NDP;GREEN;LIBERAL,3;2;2;2,YES;YES;YES;YES
22,447,LIBERAL;GREEN;NDP;CPC,1;3;3;2,YES;YES;YES;YES
22,448,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;NO;NO;NO
22,449,LIBERAL;GREEN;CPC;NDP,1;1;2;1,YES;YES;YES;YES
22,450,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
22,451,CPC;NDP;LIBERAL;GREEN,3;1;2;2,YES;NO;NO;NO
22,452,LIBERAL;GREEN;CPC;NDP,2;2;3;1,NO;NO;YES;NO
22,453,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;NO;NO;NO
22,454,LIBERAL;CPC;NDP;GREEN,3;2;4;3,YES;YES;YES;YES
22,455,CPC;GREEN;NDP;LIBERAL,1;1;1;1,YES;YES;YES;YES
22,456,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
22,457,LIBERAL;CPC;GREEN;NDP,3;2;4;1,YES;YES;YES;NO
22,458,NDP;GREEN;LIBERAL;CPC,1;1;1;2,YES;YES;YES;YES
22,459,LIBERAL;CPC;NDP;GREEN,2;1;3;1,NO;NO;YES;NO
22,460,CPC;GREEN;LIBERAL;NDP,4;3;1;1,YES;YES;YES;YES
22,461,LIBERAL;GREEN;CPC;NDP,2;3;4;1,YES;YES;YES;NO
22,462,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
22,463,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
23,464,LIBERAL;NDP;GREEN;CPC,2;2;4;2,YES;YES;YES;YES
23,465,NDP;LIBERAL;GREEN;CPC,1;1;1;1,YES;YES;YES;YES
23,466,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;YES;NO;YES
23,467,LIBERAL;GREEN;NDP;CPC,2;3;4;2,NO;YES;YES;NO
23,468,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
23,469,NDP;GREEN;CPC;LIBERAL,1;2;1;2,NO;YES;NO;YES
23,470,NDP;CPC;LIBERAL;GREEN,1;1;1;2,YES;YES;YES;YES
23,471,CPC;NDP;GREEN;LIBERAL,4;2;1;2,YES;NO;NO;NO
23,472,LIBERAL;NDP;CPC;GREEN,2;2;4;3,NO;NO;YES;NO
23,473,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
23,474,CPC;GREEN;NDP;LIBERAL,4;1;1;1,YES;NO;NO;NO
23,475,LIBERAL;NDP;CPC;GREEN,1;1;4;2,NO;NO;YES;NO
23,476,GREEN;NDP;CPC;LIBERAL,2;4;2;3,YES;YES;YES;YES
23,477,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
23,478,NDP;LIBERAL;CPC;GREEN,1;1;2;3,YES;YES;YES;YES
23,479,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
23,480,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
23,481,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;YES;NO;YES
23,482,CPC;NDP;LIBERAL;GREEN,4;1;1;1,YES;NO;NO;NO
23,483,NDP;LIBERAL;GREEN;CPC,1;2;2;4,NO;NO;NO;YES
24,484,NDP;CPC;LIBERAL;GREEN,3;2;2;4,NO;NO;NO;YES
24,485,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
24,486,NDP;LIBERAL;CPC;GREEN,1;1;2;3,NO;NO;NO;YES
24,487,CPC;LIBERAL;NDP;GREEN,4;1;3;1,YES;NO;YES;NO
24,488,LIBERAL;CPC;GREEN;NDP,2;1;4;1,NO;NO;YES;NO
24,489,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
24,490,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;NO;NO;YES
24,491,CPC;NDP;GREEN;LIBERAL,3;1;1;1,YES;NO;NO;NO
24,492,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;NO;NO
24,493,CPC;NDP;LIBERAL;GREEN,4;2;2;3,YES;NO;NO;NO
24,494,CPC;LIBERAL;GREEN;NDP,2;1;2;1,YES;NO;YES;NO
24,495,LIBERAL;NDP;GREEN;CPC,1;2;4;2,NO;NO;YES;NO
24,496,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;YES;YES
24,497,CPC;GREEN;LIBERAL;NDP,3;1;1;1,YES;NO;NO;NO
24,498,NDP;LIBERAL;GREEN;CPC,1;1;1;2,NO;NO;NO;YES
24,499,LIBERAL;NDP;CPC;GREEN,1;1;3;1,NO;NO;YES;NO
24,500,CPC;LIBERAL;GREEN;NDP,5;2;3;1,YES;NO;YES;NO
24,501,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;YES;NO;NO
24,502,CPC;LIBERAL;GREEN;NDP,4;2;2;1,YES;NO;NO;NO
24,503,NDP;LIBERAL;GREEN;CPC,1;1;1;2,NO;NO;NO;YES
25,504,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
25,505,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
25,506,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;YES;YES;YES
25,507,CPC;NDP;LIBERAL;GREEN,4;1;2;2,YES;NO;NO;NO
25,508,CPC;NDP;GREEN;LIBERAL,4;3;2;3,YES;YES;YES;YES
25,509,LIBERAL;CPC;NDP;GREEN,3;1;4;1,YES;YES;YES;YES
25,510,LIBERAL;NDP;GREEN;CPC,1;3;5;4,YES;YES;YES;YES
25,511,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;YES;YES;YES
25,512,NDP;GREEN;LIBERAL;CPC,1;2;1;2,NO;YES;NO;YES
25,513,LIBERAL;GREEN;NDP;CPC,1;2;3;1,YES;YES;YES;YES
25,514,CPC;NDP;LIBERAL;GREEN,3;1;2;3,YES;NO;NO;YES
25,515,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;YES
25,516,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
25,517,LIBERAL;GREEN;NDP;CPC,1;2;4;2,NO;NO;YES;NO
25,518,CPC;NDP;LIBERAL;GREEN,2;2;2;2,YES;YES;YES;YES
25,519,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;NO;NO;NO
25,520,CPC;GREEN;NDP;LIBERAL,3;1;1;1,YES;NO;NO;NO
25,521,LIBERAL;CPC;NDP;GREEN,3;2;4;2,YES;YES;YES;YES
25,522,LIBERAL;NDP;GREEN;CPC,1;1;3;1,NO;NO;YES;NO
25,523,LIBERAL;NDP;CPC;GREEN,1;1;3;1,NO;NO;YES;NO
25,524,CPC;LIBERAL;NDP;GREEN,3;1;2;2,YES;YES;YES;YES
25,525,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;NO;NO;YES
26,526,CPC;GREEN;NDP;LIBERAL,4;1;1;1,YES;NO;NO;NO
26,527,CPC;GREEN;LIBERAL;NDP,4;3;1;1,YES;YES;NO;NO
26,528,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;YES;YES
26,529,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;NO
26,530,NDP;GREEN;CPC;LIBERAL,2;2;1;3,YES;YES;YES;YES
26,531,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;YES;YES
26,532,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
26,533,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;NO;NO;YES
26,534,NDP;LIBERAL;CPC;GREEN,2;1;3;4,NO;NO;NO;YES
26,535,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;NO
26,536,LIBERAL;NDP;GREEN;CPC,1;1;2;2,YES;YES;YES;YES
26,537,LIBERAL;GREEN;NDP;CPC,1;1;2;1,NO;NO;YES;NO
26,538,LIBERAL;NDP;CPC;GREEN,2;1;4;3,YES;NO;YES;YES
26,539,LIBERAL;CPC;NDP;GREEN,2;1;3;1,NO;NO;YES;NO
26,540,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
26,541,NDP;LIBERAL;GREEN;CPC,1;1;1;3,YES;YES;YES;YES
26,542,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
26,543,NDP;LIBERAL;GREEN;CPC,1;1;2;3,YES;YES;YES;YES
26,544,LIBERAL;GREEN;NDP;CPC,1;1;1;1,YES;YES;YES;YES
27,545,LIBERAL;NDP;GREEN;CPC,1;2;3;2,YES;YES;YES;YES
27,546,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;YES
27,547,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
27,548,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
27,549,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
27,550,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;YES
27,551,CPC;NDP;GREEN;LIBERAL,4;3;2;3,YES;YES;YES;YES
27,552,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
27,553,LIBERAL;NDP;GREEN;CPC,1;2;2;2,YES;YES;YES;YES
27,554,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
27,555,CPC;LIBERAL;NDP;GREEN,3;1;2;2,YES;NO;YES;YES
27,556,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;NO
27,557,CPC;LIBERAL;GREEN;NDP,3;1;2;1,YES;NO;YES;NO
27,558,CPC;GREEN;NDP;LIBERAL,3;1;1;1,YES;YES;YES;YES
27,559,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
27,560,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
27,561,CPC;LIBERAL;GREEN;NDP,2;1;1;1,YES;NO;NO;NO
27,562,CPC;GREEN;LIBERAL;NDP,4;2;2;1,YES;NO;NO;NO
27,563,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
27,564,LIBERAL;NDP;GREEN;CPC,1;1;3;1,NO;NO;YES;NO
27,565,NDP;LIBERAL;CPC;GREEN,2;1;3;5,NO;NO;NO;YES
28,566,CPC;LIBERAL;NDP;GREEN,4;2;4;3,YES;NO;YES;YES
28,567,LIBERAL;NDP;GREEN;CPC,1;2;3;3,YES;YES;YES;YES
28,568,LIBERAL;NDP;GREEN;CPC,1;2;5;3,YES;YES;YES;YES
28,569,LIBERAL;NDP;GREEN;CPC,1;1;3;1,YES;YES;YES;YES
28,570,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;YES;YES;YES
28,571,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;NO;YES;NO
28,572,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;NO;NO;YES
28,573,LIBERAL;NDP;CPC;GREEN,2;1;3;2,YES;NO;YES;YES
28,574,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;YES
28,575,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;NO;NO;NO
28,576,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
28,577,LIBERAL;GREEN;NDP;CPC,2;3;3;3,YES;YES;YES;YES
28,578,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
28,579,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
28,580,CPC;NDP;GREEN;LIBERAL,3;2;2;2,YES;NO;NO;NO
28,581,NDP;LIBERAL;GREEN;CPC,2;2;3;5,YES;YES;YES;YES
28,582,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
28,583,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;NO;NO;NO
28,584,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
29,585,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;YES
29,586,NDP;GREEN;LIBERAL;CPC,1;2;1;2,YES;YES;YES;YES
29,587,LIBERAL;NDP;CPC;GREEN,2;1;4;3,YES;NO;YES;YES
29,588,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
29,589,LIBERAL;GREEN;NDP;CPC,1;2;3;2,YES;YES;YES;YES
29,590,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
29,591,CPC;GREEN;LIBERAL;NDP,5;4;2;1,YES;YES;NO;NO
29,592,NDP;LIBERAL;CPC;GREEN,1;1;2;4,NO;NO;NO;YES
29,593,LIBERAL;NDP;GREEN;CPC,1;1;4;2,YES;YES;YES;YES
29,594,LIBERAL;GREEN;NDP;CPC,2;3;3;3,NO;YES;YES;YES
29,595,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;NO;NO;NO
29,596,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
29,597,LIBERAL;NDP;GREEN;CPC,1;2;3;3,YES;YES;YES;YES
29,598,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;YES
29,599,NDP;CPC;LIBERAL;GREEN,3;2;3;3,YES;NO;YES;YES
29,600,CPC;GREEN;LIBERAL;NDP,5;3;3;1,YES;YES;YES;NO
29,601,LIBERAL;NDP;CPC;GREEN,1;1;3;1,NO;NO;YES;NO
29,602,NDP;LIBERAL;CPC;GREEN,1;1;1;2,NO;NO;NO;YES
29,603,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
29,604,CPC;NDP;GREEN;LIBERAL,3;2;1;3,YES;NO;NO;YES
29,605,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;YES;YES
30,606,LIBERAL;NDP;GREEN;CPC,2;2;4;3,NO;NO;YES;NO
30,607,LIBERAL;CPC;NDP;GREEN,2;1;2;1,YES;YES;YES;YES
30,608,NDP;GREEN;LIBERAL;CPC,1;1;1;3,YES;YES;YES;YES
30,609,LIBERAL;GREEN;CPC;NDP,1;2;3;1,NO;NO;YES;NO
30,610,LIBERAL;CPC;GREEN;NDP,2;2;3;1,YES;YES;YES;YES
30,611,NDP;GREEN;LIBERAL;CPC,1;1;1;2,NO;NO;NO;YES
30,612,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
30,613,CPC;LIBERAL;NDP;GREEN,5;3;5;4,YES;NO;YES;YES
30,614,LIBERAL;NDP;GREEN;CPC,1;2;2;2,YES;YES;YES;YES
30,615,NDP;CPC;GREEN;LIBERAL,2;1;1;3,YES;NO;NO;YES
30,616,NDP;LIBERAL;GREEN;CPC,1;2;3;4,NO;YES;YES;YES
30,617,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;YES;YES;YES
30,618,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
30,619,LIBERAL;GREEN;NDP;CPC,1;2;3;2,YES;YES;YES;YES
30,620,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;NO;YES
30,621,CPC;NDP;LIBERAL;GREEN,4;1;1;3,YES;YES;YES;YES
30,622,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
30,623,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
30,624,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;YES
30,625,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
31,626,LIBERAL;NDP;GREEN;CPC,1;1;3;1,NO;NO;YES;NO
31,627,CPC;NDP;GREEN;LIBERAL,4;3;2;4,YES;YES;NO;YES
31,628,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
31,629,LIBERAL;GREEN;NDP;CPC,1;3;4;2,YES;YES;YES;YES
31,630,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
31,631,LIBERAL;CPC;NDP;GREEN,4;3;4;3,YES;YES;YES;YES
31,632,NDP;GREEN;CPC;LIBERAL,1;1;1;2,NO;NO;NO;YES
31,633,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
